,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,gold_labels,G_DA_rep_init,G_DA_greet,G_DA_conf,G_DA_receipt,G_DA_disconf,G_DA_closer,G_DA_comp_check,G_DA_hold,G_DA_partial_req,G_DA_detail_req,G_DA_grant,G_DA_answer,DA_rep_init,DA_greet,DA_conf,DA_receipt,DA_disconf,DA_closer,DA_comp_check,DA_hold,DA_partial_req,DA_detail_req,DA_grant,DA_answer,all_DA
107381,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,17,A,Ask more questions please.,,Ask more questions please.,completion_check,,,,,,,completion_check,,,,,,,,,,,,,,,,,,[]
107382,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,18,U,NBC TV flat-screen TV?,"[{'start_index': 0, 'end_index': 21, 'text': 'NBC TV flat-screen TV', 'annotations': [{'name': 'hotel_search.amenity'}]}]",NBC TV flat-screen TV?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
107383,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,19,A,Yes it has a flat-screen TV.,"[{'start_index': 11, 'end_index': 27, 'text': 'a flat-screen TV', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",Yes it has a flat-screen TV.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,grant,,"['confirmation', 'grant']"
107384,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,20,U,And does it have spa or a gym?,"[{'start_index': 17, 'end_index': 20, 'text': 'spa', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 24, 'end_index': 29, 'text': 'a gym', 'annotations': [{'name': 'hotel_search.amenity'}]}]",And does it have spa or a gym?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
107385,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,21,A,Yes it has a spa and a gym.,"[{'start_index': 11, 'end_index': 16, 'text': 'a spa', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 21, 'end_index': 26, 'text': 'a gym', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",Yes it has a spa and a gym.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,grant,,"['confirmation', 'grant']"
107386,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,22,U,That sounds great. Thank you so much.,,That sounds great.,confirmation,,,confirmation,,,,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
107387,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,22,U,That sounds great. Thank you so much.,,Thank you so much.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
107388,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,23,A,So next time remember to ask more questions. Otherwise you won't get the code.,,So next time remember to ask more questions.,x,,,,,,,,,,,,,,,,,,,,,,,,,[]
107389,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,23,A,So next time remember to ask more questions. Otherwise you won't get the code.,,Otherwise you won't get the code.,x,,,,,,,,,,,,,,,,,,,,,,,,,[]
107390,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,24,U,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
107391,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,25,U,Okay. Sound good.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
107392,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,25,U,Okay. Sound good.,,Sound good.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,,[]
107393,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,26,A,Okay. Thank you.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
107394,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,26,A,Okay. Thank you.,,Thank you.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
107395,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,27,U,Thank you so much. Bye.,,Thank you so much.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
107396,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,27,U,Thank you so much. Bye.,,Bye.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
107397,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,28,A,Goodbye.,,Goodbye.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
118010,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,0,U,"Hi, I'd like help in finding a hotel in West Palm Beach, Florida.","[{'start_index': 40, 'end_index': 64, 'text': 'West Palm Beach, Florida', 'annotations': [{'name': 'hotel_search.location.hotel'}]}]","Hi, I'd like help in finding a hotel in West Palm Beach, Florida.","greeting, partial_request",,greeting,,,,,,,partial_request,,,,,greeting,,,,,,,,,,,['greeting']
118011,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,1,A,How can I help you?,,How can I help you?,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
118012,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,2,A,How many people will be there?,,How many people will be there?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
118013,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,3,U,Two people.,"[{'start_index': 0, 'end_index': 3, 'text': 'Two', 'annotations': [{'name': 'hotel_search.num.guests'}]}]",Two people.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
118014,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,4,A,How many beds or rooms do you need?,,How many beds or rooms do you need?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
118015,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,5,U,I would like to have two queen-size beds if possible.,"[{'start_index': 21, 'end_index': 24, 'text': 'two', 'annotations': [{'name': 'hotel_search. num.beds'}]}, {'start_index': 25, 'end_index': 40, 'text': 'queen-size beds', 'annotations': [{'name': 'hotel_search.type.bed'}]}]",I would like to have two queen-size beds if possible.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
118016,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,6,A,"Okay, when do you want to check in and check out?",,"Okay, when do you want to check in and check out?","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,confirmation,,,,,,,detail_request,,,"['confirmation', 'detail_request']"
118017,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,7,U,"Possibly, June 10th through June 15th.","[{'start_index': 10, 'end_index': 37, 'text': 'June 10th through June 15th', 'annotations': [{'name': 'hotel_search.date_range'}]}]","Possibly, June 10th through June 15th.",answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
118018,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,8,A,Okay I've got those details. Now tell me about what you're looking for in your hotel.,,Okay I've got those details.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
118019,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,8,A,Okay I've got those details. Now tell me about what you're looking for in your hotel.,,Now tell me about what you're looking for in your hotel.,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,,,,[]
118020,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,9,U,Do you have any special nature tours offered at this hotel?,"[{'start_index': 12, 'end_index': 58, 'text': 'any special nature tours offered at this hotel', 'annotations': [{'name': 'hotel_search.other_request'}]}]",Do you have any special nature tours offered at this hotel?,partial_request,,,,,,,,,partial_request,,,,,greeting,,,,,,,partial_request,,,,"['greeting', 'partial_request']"
118021,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,10,U,A special nature tours offered at this hotel.,"[{'start_index': 0, 'end_index': 44, 'text': 'A special nature tours offered at this hotel', 'annotations': [{'name': 'hotel_search.other_request'}]}]",A special nature tours offered at this hotel.,partial_request,,,,,,,,,partial_request,,,,,greeting,,,,,,,,,,,['greeting']
118022,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,11,A,I can see if there's any hotels that offer that.,,I can see if there's any hotels that offer that.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,,,,,,[]
118023,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,12,U,Great.,,Great.,confirmation,,,confirmation,,,,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
118024,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,13,A,Just a moment.,,Just a moment.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,hold_request,,,,,['hold_request']
118025,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,14,A,I did not find any hotels that offer tours out of the hotel but there are many tour companies around all of the hotels.,"[{'start_index': 0, 'end_index': 118, 'text': 'I did not find any hotels that offer tours out of the hotel but there are many tour companies around all of the hotels', 'annotations': [{'name': 'hotel_search.other_request'}]}]",I did not find any hotels that offer tours out of the hotel but there are many tour companies around all of the hotels.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
118026,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,15,U,"Okay, great.",,"Okay, great.",confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,sequence_closer,,,,,,,"['confirmation', 'sequence_closer']"
118027,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,16,A,Are there other things that you're looking for in the hotel?,,Are there other things that you're looking for in the hotel?,detail_request,,,,,,,,,,detail_request,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
118028,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,17,U,"Yes, I'd like a four-star hotel.","[{'start_index': 16, 'end_index': 25, 'text': 'four-star', 'annotations': [{'name': 'hotel_search.star_rating'}]}]","Yes, I'd like a four-star hotel.",confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,answer,"['confirmation', 'answer']"
118029,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,18,A,"You got it, anything else?",,"You got it, anything else?","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,greeting,confirmation,,,,completion_check,,,detail_request,,,"['greeting', 'confirmation', 'completion_check', 'detail_request']"
118030,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,19,U,A fitness center.,"[{'start_index': 2, 'end_index': 16, 'text': 'fitness center', 'annotations': [{'name': 'hotel_search.amenity'}]}]",A fitness center.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
118031,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,20,A,"Sure, no problem, what else?",,"Sure, no problem, what else?","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,confirmation,,disconfirmation,,,,,detail_request,,,"['confirmation', 'disconfirmation', 'detail_request']"
118032,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,21,U,Do you have a restaurant with some outdoor patio seating?,"[{'start_index': 14, 'end_index': 56, 'text': 'restaurant with some outdoor patio seating', 'annotations': [{'name': 'hotel_search.amenity'}]}]",Do you have a restaurant with some outdoor patio seating?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,answer,"['partial_request', 'answer']"
118033,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,22,A,"I can check that for you, is there other things you would like me to look for?",,"I can check that for you, is there other things you would like me to look for?",detail_request,,,,,,,,,,detail_request,,,,greeting,,,,,,,,detail_request,grant,,"['greeting', 'detail_request', 'grant']"
118034,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,23,U,Possibly one with a nice pool.,"[{'start_index': 25, 'end_index': 29, 'text': 'pool', 'annotations': [{'name': 'hotel_search.amenity'}]}]",Possibly one with a nice pool.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
118035,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,24,A,And a hot tub.,"[{'start_index': 6, 'end_index': 13, 'text': 'hot tub', 'annotations': [{'name': 'hotel_search.amenity'}]}]",And a hot tub.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,,[]
118036,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,25,U,"No problem, is there more?",,"No problem, is there more?",partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
118037,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,26,A,"You got it, you have more things that you like to list.",,"You got it, you have more things that you like to list.","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,greeting,confirmation,,,,,,,,grant,,"['greeting', 'confirmation', 'grant']"
118038,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,27,U,That's it for now.,,That's it for now.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
118039,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,28,A,Are any of your preferences more important than others?,,Are any of your preferences more important than others?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
118040,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,29,U,I think the star rating.,"[{'start_index': 0, 'end_index': 23, 'text': 'I think the star rating', 'annotations': [{'name': 'hotel_search.other_request'}]}]",I think the star rating.,answer,,,,,,,,,,,,answer,,greeting,,,,,,,,,,answer,"['greeting', 'answer']"
118041,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,30,A,Of course.,,Of course.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,,[]
118042,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,31,A,Just a moment.,,Just a moment.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,hold_request,,,,,['hold_request']
118043,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,32,U,"Yeah, the second one.",,"Yeah, the second one.",confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
118044,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,33,A,"You have a few good options, first there's the Brazilian Court Hotel and Beach Club, that means all of your amenity request it is a 4.2 hotel for $273 a night. Then there's the Palm Beach Marriott Singer Island Beach Resort for $261 a night with us 4.3 user rating and a 4-star hotel. Would you like me to tell you more about any of these?","[{'start_index': 47, 'end_index': 83, 'text': 'Brazilian Court Hotel and Beach Club', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 177, 'end_index': 223, 'text': 'Palm Beach Marriott Singer Island Beach Resort', 'annotations': [{'name': 'hotel2_detail.name.hotel'}]}, {'start_index': 228, 'end_index': 240, 'text': '$261 a night', 'annotations': [{'name': 'hotel2_detail.price_per_night'}]}, {'start_index': 249, 'end_index': 252, 'text': '4.3', 'annotations': [{'name': 'hotel2_detail.customer_rating'}]}, {'start_index': 271, 'end_index': 283, 'text': '4-star hotel', 'annotations': [{'name': 'hotel2_detail.star_rating'}]}, {'start_index': 132, 'end_index': 135, 'text': '4.2', 'annotations': [{'name': 'hotel1_detail.customer_rating'}]}, {'start_index': 146, 'end_index': 158, 'text': '$273 a night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}]","You have a few good options, first there's the Brazilian Court Hotel and Beach Club, that means all of your amenity request it is a 4.2 hotel for $273 a night.",grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
118045,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,33,A,"You have a few good options, first there's the Brazilian Court Hotel and Beach Club, that means all of your amenity request it is a 4.2 hotel for $273 a night. Then there's the Palm Beach Marriott Singer Island Beach Resort for $261 a night with us 4.3 user rating and a 4-star hotel. Would you like me to tell you more about any of these?","[{'start_index': 47, 'end_index': 83, 'text': 'Brazilian Court Hotel and Beach Club', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 177, 'end_index': 223, 'text': 'Palm Beach Marriott Singer Island Beach Resort', 'annotations': [{'name': 'hotel2_detail.name.hotel'}]}, {'start_index': 228, 'end_index': 240, 'text': '$261 a night', 'annotations': [{'name': 'hotel2_detail.price_per_night'}]}, {'start_index': 249, 'end_index': 252, 'text': '4.3', 'annotations': [{'name': 'hotel2_detail.customer_rating'}]}, {'start_index': 271, 'end_index': 283, 'text': '4-star hotel', 'annotations': [{'name': 'hotel2_detail.star_rating'}]}, {'start_index': 132, 'end_index': 135, 'text': '4.2', 'annotations': [{'name': 'hotel1_detail.customer_rating'}]}, {'start_index': 146, 'end_index': 158, 'text': '$273 a night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}]",Then there's the Palm Beach Marriott Singer Island Beach Resort for $261 a night with us 4.3 user rating and a 4-star hotel.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
118046,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,33,A,"You have a few good options, first there's the Brazilian Court Hotel and Beach Club, that means all of your amenity request it is a 4.2 hotel for $273 a night. Then there's the Palm Beach Marriott Singer Island Beach Resort for $261 a night with us 4.3 user rating and a 4-star hotel. Would you like me to tell you more about any of these?","[{'start_index': 47, 'end_index': 83, 'text': 'Brazilian Court Hotel and Beach Club', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 177, 'end_index': 223, 'text': 'Palm Beach Marriott Singer Island Beach Resort', 'annotations': [{'name': 'hotel2_detail.name.hotel'}]}, {'start_index': 228, 'end_index': 240, 'text': '$261 a night', 'annotations': [{'name': 'hotel2_detail.price_per_night'}]}, {'start_index': 249, 'end_index': 252, 'text': '4.3', 'annotations': [{'name': 'hotel2_detail.customer_rating'}]}, {'start_index': 271, 'end_index': 283, 'text': '4-star hotel', 'annotations': [{'name': 'hotel2_detail.star_rating'}]}, {'start_index': 132, 'end_index': 135, 'text': '4.2', 'annotations': [{'name': 'hotel1_detail.customer_rating'}]}, {'start_index': 146, 'end_index': 158, 'text': '$273 a night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}]",Would you like me to tell you more about any of these?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
118047,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,34,U,"Just a basic description, please.",,"Just a basic description, please.",answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
118048,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,35,A,"Overlooking the ocean and 6 miles from Rapids Water Park, this upscale beachfront condo resort is 8 miles from high-end shopping and dining at CityPlace.","[{'start_index': 26, 'end_index': 56, 'text': '6 miles from Rapids Water Park', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 98, 'end_index': 152, 'text': '8 miles from high-end shopping and dining at CityPlace', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 0, 'end_index': 152, 'text': 'Overlooking the ocean and 6 miles from Rapids Water Park, this upscale beachfront condo resort is 8 miles from high-end shopping and dining at CityPlace', 'annotations': [{'name': 'hotel1_detail.other_detail'}]}]","Overlooking the ocean and 6 miles from Rapids Water Park, this upscale beachfront condo resort is 8 miles from high-end shopping and dining at CityPlace.",grant,,,,,,,,,,,grant,,,greeting,,,,,,,,,,,['greeting']
