,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,Gold labels,DA_indicators_sent,DA_rep_init,DA_rep,DA_greet,DA_req_sum,DA_conf,DA_receipt,DA_disconf,DA_inquiry,DA_closer,all_DA
336384,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,4,USER,Sure.,,Sure.,,confirmation,,,,,confirmation,,,,,['confirmation']
336385,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,5,ASSISTANT,"Okay great so Stars hamburgers, Toni's 24 hour restaurant, And false a deuce are going to be the best restaurants that fit your description.","[{'start_index': 14, 'end_index': 30, 'text': 'Stars hamburgers', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 32, 'end_index': 57, 'text': ""Toni's 24 hour restaurant"", 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 63, 'end_index': 76, 'text': 'false a deuce', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]","Okay great so Stars hamburgers, Toni's 24 hour restaurant, And false a deuce are going to be the best restaurants that fit your description.",,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
336386,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,6,USER,"What was the first one? A hamburger place, You said?","[{'start_index': 26, 'end_index': 35, 'text': 'hamburger', 'annotations': [{'name': 'restaurant.type.food'}]}]",What was the first one?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
336387,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,6,USER,"What was the first one? A hamburger place, You said?","[{'start_index': 26, 'end_index': 35, 'text': 'hamburger', 'annotations': [{'name': 'restaurant.type.food'}]}]","A hamburger place, You said?",,x,,,,,,,,inquiry,,['inquiry']
336388,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,7,ASSISTANT,Yes it is called Stars hamburgers.,"[{'start_index': 17, 'end_index': 33, 'text': 'Stars hamburgers', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]",Yes it is called Stars hamburgers.,,confirmation,,,,,confirmation,,,,,['confirmation']
336389,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,8,USER,"Oh, Stars Hamburgers. I didn't catch the first part. Could you tell me a little more about that one, Please?","[{'start_index': 4, 'end_index': 20, 'text': 'Stars Hamburgers', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]","Oh, Stars Hamburgers.",,x,,,,,,,,,,[]
336390,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,8,USER,"Oh, Stars Hamburgers. I didn't catch the first part. Could you tell me a little more about that one, Please?","[{'start_index': 4, 'end_index': 20, 'text': 'Stars Hamburgers', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]",I didn't catch the first part.,,x,,,,,,,,,,[]
336391,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,8,USER,"Oh, Stars Hamburgers. I didn't catch the first part. Could you tell me a little more about that one, Please?","[{'start_index': 4, 'end_index': 20, 'text': 'Stars Hamburgers', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]","Could you tell me a little more about that one, Please?",,x,,,,,,,,inquiry,,['inquiry']
336392,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,9,ASSISTANT,"Quaint pit stop for grass-fed local beef burgers, Veggie patties, Chocolate malts & other treats.","[{'start_index': 0, 'end_index': 96, 'text': 'Quaint pit stop for grass-fed local beef burgers, Veggie patties, Chocolate malts & other treats', 'annotations': [{'name': 'restaurant.offical_description'}]}, {'start_index': 20, 'end_index': 48, 'text': 'grass-fed local beef burgers', 'annotations': [{'name': 'restaurant.menu_item'}]}, {'start_index': 50, 'end_index': 64, 'text': 'Veggie patties', 'annotations': [{'name': 'restaurant.menu_item'}]}, {'start_index': 66, 'end_index': 81, 'text': 'Chocolate malts', 'annotations': [{'name': 'restaurant.menu_item'}]}]","Quaint pit stop for grass-fed local beef burgers, Veggie patties, Chocolate malts & other treats.",,x,,,,,,,,,,[]
336393,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,10,USER,"Ah, I like grass-fed. Alright, That sounds good. Um, Could you send me the location, Please? Or tell me the location?",,"Ah, I like grass-fed.",,x,,,,,,,,,,[]
336394,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,10,USER,"Ah, I like grass-fed. Alright, That sounds good. Um, Could you send me the location, Please? Or tell me the location?",,"Alright, That sounds good.",,x,,,,,,,,,,[]
336395,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,10,USER,"Ah, I like grass-fed. Alright, That sounds good. Um, Could you send me the location, Please? Or tell me the location?",,"Um, Could you send me the location, Please?",,x,,,,,,,,inquiry,,['inquiry']
336396,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,10,USER,"Ah, I like grass-fed. Alright, That sounds good. Um, Could you send me the location, Please? Or tell me the location?",,Or tell me the location?,,x,,,,,,,,inquiry,,['inquiry']
336397,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,11,ASSISTANT,"Here's the address for stars hamburgers 1535 G St, Arcata, CA 95521.","[{'start_index': 23, 'end_index': 39, 'text': 'stars hamburgers', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 40, 'end_index': 67, 'text': '1535 G St, Arcata, CA 95521', 'annotations': [{'name': 'restaurant.location'}]}]","Here's the address for stars hamburgers 1535 G St, Arcata, CA 95521.",,x,,,,,,,,,,[]
336398,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,12,USER,Excellent. Thank you very much for your help. Have a great weekend.,,Excellent.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
336399,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,12,USER,Excellent. Thank you very much for your help. Have a great weekend.,,Thank you very much for your help.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
336400,restaurant-search,dlg-824f4ad2-531e-4391-a305-ad5fa5db2472,restaurant-19,12,USER,Excellent. Thank you very much for your help. Have a great weekend.,,Have a great weekend.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
347563,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,0,USER,"Yes. I need to find a place to eat in La Jolla, California.","[{'start_index': 38, 'end_index': 58, 'text': 'La Jolla, California', 'annotations': [{'name': 'restaurant.location'}]}]",Yes.,,confirmation,,,,,confirmation,,,,,['confirmation']
347564,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,0,USER,"Yes. I need to find a place to eat in La Jolla, California.","[{'start_index': 38, 'end_index': 58, 'text': 'La Jolla, California', 'annotations': [{'name': 'restaurant.location'}]}]","I need to find a place to eat in La Jolla, California.",,x,,,,,,,,,,[]
347565,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,1,ASSISTANT,"Okay, What kind of restaurant are you looking for?",,"Okay, What kind of restaurant are you looking for?",,repair_initiator,repair_initiator,,,,confirmation,,,inquiry,sequence_closer,"['repair_initiator', 'confirmation', 'inquiry', 'sequence_closer']"
347566,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,2,USER,I like French food.,"[{'start_index': 7, 'end_index': 13, 'text': 'French', 'annotations': [{'name': 'restaurant.type.food'}]}]",I like French food.,,x,,,,,,,,,,[]
347567,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,3,ASSISTANT,French food. I got it.,"[{'start_index': 0, 'end_index': 6, 'text': 'French', 'annotations': [{'name': 'restaurant.type.food'}]}]",French food.,,x,,,,,,,,,,[]
347568,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,3,ASSISTANT,French food. I got it.,"[{'start_index': 0, 'end_index': 6, 'text': 'French', 'annotations': [{'name': 'restaurant.type.food'}]}]",I got it.,,x,,,,,,,,,,[]
347569,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,4,USER,"And I want a sitting style of meal, Please.","[{'start_index': 13, 'end_index': 34, 'text': 'sitting style of meal', 'annotations': [{'name': 'restaurant.other_description'}]}]","And I want a sitting style of meal, Please.",,x,,,,,,,,,,[]
347570,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,5,ASSISTANT,"Okay, No problem.",,"Okay, No problem.",,confirmation,,,,,confirmation,,disconfirmation,,sequence_closer,"['confirmation', 'disconfirmation', 'sequence_closer']"
347571,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,6,USER,"I want a nice, Elegant atmosphere.","[{'start_index': 9, 'end_index': 33, 'text': 'nice, Elegant atmosphere', 'annotations': [{'name': 'restaurant.other_description'}]}]","I want a nice, Elegant atmosphere.",,x,,,,,,,,,,[]
347572,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,7,ASSISTANT,Sure,,Sure,,confirmation,,,,,confirmation,,,,,['confirmation']
347573,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,8,USER,It's going to be at dinner time.,"[{'start_index': 20, 'end_index': 26, 'text': 'dinner', 'annotations': [{'name': 'restaurant.type.meal'}]}]",It's going to be at dinner time.,,x,,,,,,,,,,[]
347574,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,9,ASSISTANT,Alright. Anything else?,,Alright.,,x,,,,,,,,,,[]
347575,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,9,ASSISTANT,Alright. Anything else?,,Anything else?,,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
347576,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,10,ASSISTANT,Anything else?,,Anything else?,,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
347577,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,11,USER,Yeah. Yes. I'd like A La Carte desserts.,"[{'start_index': 20, 'end_index': 30, 'text': 'A La Carte', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 31, 'end_index': 39, 'text': 'desserts', 'annotations': [{'name': 'restaurant.type.meal'}]}]",Yeah.,,confirmation,,,,,confirmation,,,,,['confirmation']
347578,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,11,USER,Yeah. Yes. I'd like A La Carte desserts.,"[{'start_index': 20, 'end_index': 30, 'text': 'A La Carte', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 31, 'end_index': 39, 'text': 'desserts', 'annotations': [{'name': 'restaurant.type.meal'}]}]",Yes.,,confirmation,,,,,confirmation,,,,,['confirmation']
347579,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,11,USER,Yeah. Yes. I'd like A La Carte desserts.,"[{'start_index': 20, 'end_index': 30, 'text': 'A La Carte', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 31, 'end_index': 39, 'text': 'desserts', 'annotations': [{'name': 'restaurant.type.meal'}]}]",I'd like A La Carte desserts.,,x,,,,,,,,,,[]
347580,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,12,ASSISTANT,I'm only seeing one French restaurant in that range it's called The Bistro Du Marche De Tapenade.,"[{'start_index': 20, 'end_index': 26, 'text': 'French', 'annotations': [{'name': 'restaurant.type.food'}]}, {'start_index': 64, 'end_index': 96, 'text': 'The Bistro Du Marche De Tapenade', 'annotations': [{'name': 'restaurant.name.restaurant'}]}]",I'm only seeing one French restaurant in that range it's called The Bistro Du Marche De Tapenade.,,x,,,,,,,,,,[]
347581,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,13,USER,Okay. Is it near the water and the beach?,"[{'start_index': 12, 'end_index': 40, 'text': 'near the water and the beach', 'annotations': [{'name': 'restaurant.sub-location'}]}]",Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
347582,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,13,USER,Okay. Is it near the water and the beach?,"[{'start_index': 12, 'end_index': 40, 'text': 'near the water and the beach', 'annotations': [{'name': 'restaurant.sub-location'}]}]",Is it near the water and the beach?,,x,,,,,,,,inquiry,,['inquiry']
347583,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,14,ASSISTANT,It is close within a quarter of a mile.,"[{'start_index': 6, 'end_index': 38, 'text': 'close within a quarter of a mile', 'annotations': [{'name': 'restaurant.other_description'}]}]",It is close within a quarter of a mile.,,greeting,,,greeting,,,,,,,['greeting']
347584,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,15,USER,Great. What's the star ratings?,,Great.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
347585,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,15,USER,Great. What's the star ratings?,,What's the star ratings?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
347586,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,16,ASSISTANT,It is rated as 3 star.,"[{'start_index': 15, 'end_index': 21, 'text': '3 star', 'annotations': [{'name': 'restaurant.rating'}]}]",It is rated as 3 star.,,x,,,,,,,,,,[]
347587,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,17,USER,"Okay. Well, If that's the only French one, I guess I'll take it.","[{'start_index': 31, 'end_index': 37, 'text': 'French', 'annotations': [{'name': 'restaurant.type.food'}]}]",Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
347588,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,17,USER,"Okay. Well, If that's the only French one, I guess I'll take it.","[{'start_index': 31, 'end_index': 37, 'text': 'French', 'annotations': [{'name': 'restaurant.type.food'}]}]","Well, If that's the only French one, I guess I'll take it.",,x,,,,,,,,,,[]
347589,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,18,ASSISTANT,Would you like me to search for a French restaurant in the nearby range.,"[{'start_index': 34, 'end_index': 40, 'text': 'French', 'annotations': [{'name': 'restaurant.type.food'}]}]",Would you like me to search for a French restaurant in the nearby range.,,x,,,,,,,,,,[]
347590,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,19,USER,"No, I'm happy with the first choice.",,"No, I'm happy with the first choice.",,x,,,,,,,,,,[]
347591,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,20,ASSISTANT,"Okay, How would you like to go with this?",,"Okay, How would you like to go with this?",,greeting,,,greeting,,confirmation,,,inquiry,sequence_closer,"['greeting', 'confirmation', 'inquiry', 'sequence_closer']"
347592,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,21,USER,Send me the details.,,Send me the details.,,x,,,,,,,,,,[]
347593,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,22,ASSISTANT,I'll send you the details now.,,I'll send you the details now.,,x,,,,,,,,,,[]
347594,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,23,USER,Thanks.,,Thanks.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
347595,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,24,ASSISTANT,You're welcome. Goodbye.,,You're welcome.,,receipt,,,,,,receipt,,,,['receipt']
347596,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,24,ASSISTANT,You're welcome. Goodbye.,,Goodbye.,,x,,,,,,,,,,[]
347597,restaurant-search,dlg-a68938b8-03f6-4a0d-8df8-8bb1366b7ee4,restaurant-11,25,USER,Goodbye.,,Goodbye.,,x,,,,,,,,,,[]
356655,restaurant-search,dlg-c23e3c26-2440-46b7-9a9a-ee65154b1261,restaurant-21,0,ASSISTANT,Hello!,,Hello!,,greeting,,,greeting,,,,,,,['greeting']
356656,restaurant-search,dlg-c23e3c26-2440-46b7-9a9a-ee65154b1261,restaurant-21,1,ASSISTANT,How can I help you?,,How can I help you?,,x,,,,,,,,inquiry,,['inquiry']
356657,restaurant-search,dlg-c23e3c26-2440-46b7-9a9a-ee65154b1261,restaurant-21,2,USER,"Hi, I'm planning a special dinner out at the restaurant called Seasons in Davis, California. Are they open for dinner on Sunday?","[{'start_index': 27, 'end_index': 33, 'text': 'dinner', 'annotations': [{'name': 'restaurant.type.meal'}, {'name': 'restaurant.type.meal'}]}, {'start_index': 63, 'end_index': 70, 'text': 'Seasons', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 74, 'end_index': 91, 'text': 'Davis, California', 'annotations': [{'name': 'restaurant.location'}]}, {'start_index': 93, 'end_index': 127, 'text': 'Are they open for dinner on Sunday', 'annotations': [{'name': 'restaurant.business_hours'}]}]","Hi, I'm planning a special dinner out at the restaurant called Seasons in Davis, California.",,greeting,,,greeting,,,,,,,['greeting']
356658,restaurant-search,dlg-c23e3c26-2440-46b7-9a9a-ee65154b1261,restaurant-21,2,USER,"Hi, I'm planning a special dinner out at the restaurant called Seasons in Davis, California. Are they open for dinner on Sunday?","[{'start_index': 27, 'end_index': 33, 'text': 'dinner', 'annotations': [{'name': 'restaurant.type.meal'}, {'name': 'restaurant.type.meal'}]}, {'start_index': 63, 'end_index': 70, 'text': 'Seasons', 'annotations': [{'name': 'restaurant.name.restaurant'}]}, {'start_index': 74, 'end_index': 91, 'text': 'Davis, California', 'annotations': [{'name': 'restaurant.location'}]}, {'start_index': 93, 'end_index': 127, 'text': 'Are they open for dinner on Sunday', 'annotations': [{'name': 'restaurant.business_hours'}]}]",Are they open for dinner on Sunday?,,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
356659,restaurant-search,dlg-c23e3c26-2440-46b7-9a9a-ee65154b1261,restaurant-21,3,ASSISTANT,They're open from 5 pm to 8 pm on Sunday.,"[{'start_index': 18, 'end_index': 30, 'text': '5 pm to 8 pm', 'annotations': [{'name': 'restaurant.business_hours'}]}]",They're open from 5 pm to 8 pm on Sunday.,,greeting,,,greeting,,,,,,,['greeting']
